date,segment_index,start_period,end_period,interval,energy_kwh
2025-07-07,1,31,35,5:00-5:50,598.7245
2025-07-07,2,37,41,6:00-6:50,648.9422000000001
2025-07-07,3,43,47,7:00-7:50,919.1552833333336
2025-07-07,4,49,60,8:00-10:00,1407.3809833333337
2025-07-07,5,64,65,10:30-10:50,22.23845000000013
2025-07-07,6,67,67,11:00-11:10,33.4085333333334
2025-07-07,7,70,71,11:30-11:50,31.065083333333554
2025-07-07,8,78,78,12:50-13:00,16.972766666666757
2025-07-08,1,31,47,5:00-7:50,1768.0535833333333
2025-07-08,2,49,53,8:00-8:50,491.8295166666668
2025-07-08,3,55,55,9:00-9:10,18.43265000000004
2025-07-08,4,61,65,10:00-10:50,575.0845166666667
2025-07-08,5,69,69,11:20-11:30,42.91015
2025-07-08,6,90,90,14:50-15:00,77.82161666666661
2025-07-08,7,96,96,15:50-16:00,53.32739999999997
2025-07-08,8,101,102,16:40-17:00,26.917933333333316
2025-07-08,9,108,108,17:50-18:00,29.36648333333331
2025-07-09,1,31,41,5:00-6:50,995.1970500000001
2025-07-09,2,43,47,7:00-7:50,423.8825833333332
2025-07-09,3,49,53,8:00-8:50,594.7463
2025-07-09,4,55,59,9:00-9:50,393.0336500000003
2025-07-09,5,102,102,16:50-17:00,28.80468333333336
2025-07-09,6,107,108,17:40-18:00,27.917700000000043
2025-07-10,1,31,65,5:00-10:50,5512.038133333333
2025-07-10,2,68,68,11:10-11:20,6.9169999999997644
2025-07-10,3,76,78,12:30-13:00,61.817083333333656
2025-07-10,4,84,84,13:50-14:00,37.948816666666666
2025-07-10,5,96,96,15:50-16:00,36.53668333333326
2025-07-10,6,102,102,16:50-17:00,28.510166666666613
2025-07-10,7,108,108,17:50-18:00,25.22713333333335
2025-07-11,1,31,35,5:00-5:50,464.5175166666666
2025-07-11,2,37,41,6:00-6:50,536.7938166666665
2025-07-11,3,43,46,7:00-7:40,361.996183333333
2025-07-11,4,71,72,11:40-12:00,6.790116666666714
2025-07-11,5,77,84,12:40-14:00,569.1667166666666
2025-07-11,6,89,90,14:40-15:00,3.2832499999999527
2025-07-12,1,31,35,5:00-5:50,507.03076666666664
2025-07-12,2,37,41,6:00-6:50,625.5626333333336
2025-07-12,3,43,46,7:00-7:40,216.48133333333317
2025-07-12,4,72,78,11:50-13:00,781.4533166666654
2025-07-12,5,82,84,13:30-14:00,318.3753666666663
2025-07-12,6,87,90,14:20-15:00,303.9701166666665
2025-07-12,7,95,96,15:40-16:00,73.26660000000007
2025-07-12,8,101,102,16:40-17:00,66.09936666666673
2025-07-12,9,108,108,17:50-18:00,2.4994500000000244
2025-07-13,1,31,35,5:00-5:50,519.4761000000001
2025-07-13,2,37,40,6:00-6:40,247.06818333333345
2025-07-13,3,43,47,7:00-7:50,401.2259166666667
2025-07-13,4,49,52,8:00-8:40,403.08454999999975
2025-07-13,5,55,71,9:00-11:50,1725.0904166666676
2025-07-14,1,31,47,5:00-7:50,1912.4837666666663
2025-07-14,2,49,52,8:00-8:40,586.800783333333
2025-07-14,3,55,56,9:00-9:20,190.8128333333334
2025-07-14,4,80,84,13:10-14:00,211.9240666666666
2025-07-14,5,90,90,14:50-15:00,7.375
2025-07-14,6,95,96,15:40-16:00,80.76733333333353
2025-07-14,7,102,102,16:50-17:00,20.14375000000003
2025-07-14,8,108,108,17:50-18:00,29.544549999999994
2025-07-15,1,31,41,5:00-6:50,1324.7722333333334
2025-07-15,2,43,47,7:00-7:50,649.86845
2025-07-15,3,49,53,8:00-8:50,666.5518500000003
2025-07-15,4,55,58,9:00-9:40,111.81138333333351
2025-07-15,5,74,76,12:10-12:40,140.69876666666656
2025-07-15,6,80,84,13:10-14:00,85.30800000000013
2025-07-15,7,102,102,16:50-17:00,6.390049999999974
2025-07-15,8,108,108,17:50-18:00,16.43268333333333
2025-07-16,1,31,35,5:00-5:50,471.83051666666665
2025-07-16,2,37,41,6:00-6:50,588.9716166666665
2025-07-16,3,43,46,7:00-7:40,271.1139
2025-07-16,4,49,52,8:00-8:40,319.0516833333337
2025-07-16,5,55,57,9:00-9:30,184.32573333333343
2025-07-16,6,61,84,10:00-14:00,2765.3116333333323
2025-07-16,7,90,90,14:50-15:00,43.38471666666661
2025-07-17,1,31,47,5:00-7:50,1889.5372333333335
2025-07-17,2,49,53,8:00-8:50,297.6470833333333
2025-07-17,3,55,58,9:00-9:40,362.0016833333334
2025-07-17,4,61,64,10:00-10:40,594.1062666666663
2025-07-17,5,67,73,11:00-12:10,454.0631666666673
2025-07-17,6,77,84,12:40-14:00,419.18778333333296
2025-07-17,7,86,90,14:10-15:00,427.59490000000034
2025-07-17,8,94,96,15:30-16:00,156.42553333333353
2025-07-17,9,100,102,16:30-17:00,132.97551666666678
2025-07-17,10,108,108,17:50-18:00,21.44614999999999
2025-07-18,1,31,35,5:00-5:50,551.8257833333332
2025-07-18,2,37,46,6:00-7:40,865.3192999999999
2025-07-18,3,62,66,10:10-11:00,790.3950833333334
2025-07-18,4,73,73,12:00-12:10,26.20088333333327
2025-07-18,5,102,102,16:50-17:00,23.487983333333354
2025-07-18,6,108,108,17:50-18:00,7.579716666666684
2025-07-19,1,31,41,5:00-6:50,1409.8667333333335
2025-07-19,2,43,43,7:00-7:10,18.473216666666673
2025-07-19,3,62,65,10:10-10:50,418.8082666666682
2025-07-19,4,108,108,17:50-18:00,10.813233333333338
2025-07-20,1,31,35,5:00-5:50,466.59531666666663
2025-07-20,2,37,47,6:00-7:50,1529.2708333333337
2025-07-20,3,49,54,8:00-9:00,1082.8888833333333
2025-07-20,4,61,64,10:00-10:40,482.25221666666687
2025-07-20,5,89,90,14:40-15:00,104.45516666666663
2025-07-20,6,96,96,15:50-16:00,6.672399999999925
2025-07-20,7,102,102,16:50-17:00,43.103283333333366
2025-07-20,8,108,108,17:50-18:00,28.274999999999977
2025-07-21,1,31,47,5:00-7:50,1967.2163833333339
2025-07-21,2,49,51,8:00-8:30,276.36463333333324
2025-07-21,3,55,59,9:00-9:50,850.6157833333335
2025-07-21,4,61,63,10:00-10:30,170.93899999999996
2025-07-21,5,77,77,12:40-12:50,11.964783333333344
2025-07-21,6,79,81,13:00-13:30,143.01024999999981
2025-07-21,7,84,84,13:50-14:00,43.0649999999999
2025-07-21,8,108,108,17:50-18:00,21.91061666666667
2025-07-22,1,31,58,5:00-9:40,3784.31125
2025-07-22,2,61,63,10:00-10:30,73.2216333333334
2025-07-22,3,67,72,11:00-12:00,1009.9595666666667
2025-07-22,4,75,78,12:20-13:00,212.32256666666626
2025-07-22,5,102,102,16:50-17:00,13.946883333333364
2025-07-23,1,31,35,5:00-5:50,467.1817333333333
2025-07-23,2,37,40,6:00-6:40,360.3262499999999
2025-07-23,3,43,46,7:00-7:40,507.28146666666663
2025-07-23,4,49,51,8:00-8:30,215.8182999999999
2025-07-23,5,55,56,9:00-9:20,127.64335000000013
2025-07-23,6,67,68,11:00-11:20,21.88243333333336
2025-07-23,7,108,108,17:50-18:00,7.449483333333338
2025-07-24,1,31,35,5:00-5:50,528.1684666666667
2025-07-24,2,37,41,6:00-6:50,528.9214000000002
2025-07-24,3,43,46,7:00-7:40,442.0733000000002
2025-07-24,4,49,52,8:00-8:40,278.3154166666665
2025-07-24,5,63,63,10:20-10:30,44.705483333333326
2025-07-25,1,31,43,5:00-7:10,1573.0142833333334
2025-07-25,2,46,47,7:30-7:50,92.85376666666653
2025-07-25,3,71,75,11:40-12:30,180.06646666666722
2025-07-25,4,77,78,12:40-13:00,66.52840000000029
2025-07-25,5,83,84,13:40-14:00,59.5008333333332
2025-07-25,6,102,102,16:50-17:00,0.7819833333333008
2025-07-25,7,108,108,17:50-18:00,1.2179999999999986
2025-07-26,1,31,41,5:00-6:50,1320.4244833333335
2025-07-26,2,43,43,7:00-7:10,34.18020000000001
2025-07-26,3,67,71,11:00-11:50,238.9932333333336
2025-07-26,4,102,102,16:50-17:00,44.54973333333335
2025-07-26,5,108,108,17:50-18:00,31.816116666666666
2025-07-27,1,31,35,5:00-5:50,439.6553333333333
2025-07-27,2,37,41,6:00-6:50,502.56840000000017
2025-07-27,3,43,46,7:00-7:40,289.5591666666665
2025-07-27,4,49,52,8:00-8:40,308.48530000000034
2025-07-27,5,55,57,9:00-9:30,370.0647166666664
2025-07-27,6,61,64,10:00-10:40,104.1527500000002
2025-07-27,7,77,78,12:40-13:00,47.20228333333337
2025-07-27,8,81,90,13:20-15:00,921.4929833333333
2025-07-27,9,94,96,15:30-16:00,207.14348333333356
2025-07-27,10,100,102,16:30-17:00,153.55003333333335
2025-07-27,11,108,108,17:50-18:00,26.23750000000001
2025-07-28,1,31,35,5:00-5:50,526.7915999999999
2025-07-28,2,37,41,6:00-6:50,696.5997166666668
2025-07-28,3,43,46,7:00-7:40,377.9402666666668
2025-07-28,4,48,66,7:50-11:00,3224.045866666667
2025-07-28,5,72,72,11:50-12:00,10.912633333333208
2025-07-28,6,74,77,12:10-12:50,103.88968333333347
2025-07-28,7,96,96,15:50-16:00,46.90919999999998
2025-07-28,8,100,102,16:30-17:00,128.3974833333334
2025-07-28,9,107,108,17:40-18:00,59.87446666666666
2025-07-29,1,31,84,5:00-14:00,6711.224399999999
2025-07-29,2,108,108,17:50-18:00,3.63766666666667
2025-07-30,1,31,84,5:00-14:00,8959.416516666666
2025-07-30,2,88,90,14:30-15:00,555.1680333333335
2025-07-30,3,95,96,15:40-16:00,107.46769999999992
2025-07-30,4,102,102,16:50-17:00,40.0981
2025-07-30,5,108,108,17:50-18:00,34.07836666666666
2025-07-31,1,31,78,5:00-13:00,5855.185416666667
2025-07-31,2,83,90,13:40-15:00,647.0390499999999
2025-07-31,3,92,96,15:10-16:00,419.2517333333335
2025-07-31,4,101,102,16:40-17:00,57.40173333333329
2025-07-31,5,108,108,17:50-18:00,7.4147166666666635
2025-08-01,1,31,35,5:00-5:50,706.7755333333333
2025-08-01,2,37,44,6:00-7:20,747.7072166666665
2025-08-01,3,68,68,11:10-11:20,4.072566666666565
2025-08-02,1,31,44,5:00-7:20,1400.9496833333335
2025-08-03,1,31,53,5:00-8:50,3270.698366666666
2025-08-03,2,59,63,9:40-10:30,162.17961666666204
2025-08-03,3,67,76,11:00-12:40,1222.8587166666657
2025-08-03,4,82,84,13:30-14:00,120.26266666666682
2025-08-03,5,96,96,15:50-16:00,22.59375
2025-08-03,6,108,108,17:50-18:00,5.975000000000023
2025-08-04,1,31,35,5:00-5:50,527.4221
2025-08-04,2,37,41,6:00-6:50,838.8359666666665
2025-08-04,3,43,53,7:00-8:50,1600.0086833333335
2025-08-04,4,55,66,9:00-11:00,1271.974216666666
2025-08-04,5,70,71,11:30-11:50,38.104416666666715
2025-08-04,6,75,84,12:20-14:00,670.9700166666657
2025-08-05,1,31,35,5:00-5:50,487.3885333333332
2025-08-05,2,37,41,6:00-6:50,835.5857333333333
2025-08-05,3,43,46,7:00-7:40,561.4235333333334
2025-08-05,4,49,55,8:00-9:10,903.0865999999762
2025-08-05,5,57,78,9:20-13:00,3752.3885333333305
2025-08-05,6,89,90,14:40-15:00,120.19660000000005
2025-08-05,7,108,108,17:50-18:00,12.299999999999992
2025-08-06,1,31,72,5:00-12:00,5748.186333333333
2025-08-06,2,78,78,12:50-13:00,49.090149999999994
2025-08-07,1,31,46,5:00-7:40,1724.5805499999997
2025-08-07,2,49,51,8:00-8:30,332.3645499999999
2025-08-07,3,95,96,15:40-16:00,57.53665
2025-08-07,4,101,102,16:40-17:00,55.00864999999998
2025-08-07,5,108,108,17:50-18:00,16.631249999999984
2025-08-08,1,31,35,5:00-5:50,491.8677333333333
2025-08-08,2,37,45,6:00-7:30,856.5262166666671
2025-08-08,3,78,78,12:50-13:00,43.41291666666689
2025-08-08,4,90,90,14:50-15:00,94.72500000000005
2025-08-08,5,102,102,16:50-17:00,4.6409833333333
2025-08-08,6,108,108,17:50-18:00,0.2513500000000022
2025-08-09,1,31,35,5:00-5:50,504.0609833333333
2025-08-09,2,37,44,6:00-7:20,1015.1603666666663
2025-08-09,3,79,80,13:00-13:20,123.69261666666654
2025-08-10,1,31,35,5:00-5:50,545.6367333333333
2025-08-10,2,37,41,6:00-6:50,922.9700666666668
2025-08-10,3,43,66,7:00-11:00,4448.516933333333
2025-08-11,1,31,35,5:00-5:50,522.2383
2025-08-11,2,37,41,6:00-6:50,732.906
2025-08-11,3,43,53,7:00-8:50,1437.5943000000002
2025-08-11,4,55,58,9:00-9:40,266.72723333333346
2025-08-11,5,61,62,10:00-10:20,304.5336166666669
2025-08-11,6,67,69,11:00-11:30,152.61765000000014
2025-08-11,7,72,72,11:50-12:00,49.51011666666666
2025-08-11,8,79,81,13:00-13:30,93.78186666666684
2025-08-11,9,88,90,14:30-15:00,201.54268333333357
2025-08-11,10,95,96,15:40-16:00,90.06096666666659
2025-08-11,11,102,102,16:50-17:00,75.04483333333329
2025-08-11,12,108,108,17:50-18:00,28.34858333333333
2025-08-12,1,31,47,5:00-7:50,2344.7731500000004
2025-08-12,2,49,59,8:00-9:50,541.3439833333333
2025-08-12,3,61,65,10:00-10:50,159.13944999999984
2025-08-12,4,89,90,14:40-15:00,85.05228333333328
2025-08-12,5,96,96,15:50-16:00,11.515399999999923
2025-08-12,6,102,102,16:50-17:00,33.456366666666625
2025-08-12,7,108,108,17:50-18:00,15.505616666666658
2025-08-13,1,31,35,5:00-5:50,470.31024999999994
2025-08-13,2,37,41,6:00-6:50,781.48425
2025-08-13,3,43,47,7:00-7:50,539.7813666666668
2025-08-13,4,49,69,8:00-11:30,2299.348900000001
2025-08-13,5,75,86,12:20-14:20,1174.7309499999997
2025-08-13,6,89,90,14:40-15:00,140.05773333333337
2025-08-13,7,96,96,15:50-16:00,2.118749999999939
2025-08-13,8,102,102,16:50-17:00,27.212500000000013
2025-08-13,9,108,108,17:50-18:00,26.84374999999998
2025-08-14,1,31,73,5:00-12:10,6153.555699999996
2025-08-14,2,76,79,12:30-13:10,148.21493333333365
2025-08-14,3,82,84,13:30-14:00,81.93761666666734
2025-08-15,1,31,44,5:00-7:20,1571.5058500000002
2025-08-16,1,31,44,5:00-7:20,1838.6189
2025-08-17,1,31,35,5:00-5:50,399.68229999999994
2025-08-17,2,37,41,6:00-6:50,594.5292499999998
2025-08-17,3,43,47,7:00-7:50,1083.8432999999998
2025-08-17,4,49,51,8:00-8:30,256.0903666666666
2025-08-17,5,55,58,9:00-9:40,294.21303333333344
2025-08-17,6,61,63,10:00-10:30,398.1043000000001
2025-08-17,7,101,102,16:40-17:00,91.2739333333333
2025-08-17,8,108,108,17:50-18:00,18.728700000000003
2025-08-18,1,31,35,5:00-5:50,482.99549999999994
2025-08-18,2,37,41,6:00-6:50,693.6499166666665
2025-08-18,3,43,46,7:00-7:40,476.5582166666669
2025-08-18,4,49,53,8:00-8:50,519.1167499999998
2025-08-18,5,55,67,9:00-11:10,1526.5494000000003
2025-08-18,6,70,72,11:30-12:00,51.55108333333344
2025-08-18,7,75,78,12:20-13:00,143.93934999999934
2025-08-18,8,89,90,14:40-15:00,71.6595666666667
2025-08-19,1,31,41,5:00-6:50,1372.1349500000001
2025-08-19,2,43,47,7:00-7:50,807.9788333333329
2025-08-19,3,49,53,8:00-8:50,550.2625333333332
2025-08-19,4,55,56,9:00-9:20,197.00698333333335
2025-08-19,5,58,59,9:30-9:50,19.656266666666546
2025-08-19,6,61,72,10:00-12:00,1037.626066666665
2025-08-19,7,84,84,13:50-14:00,69.84221666666674
2025-08-19,8,89,90,14:40-15:00,67.53264999999995
2025-08-20,1,31,60,5:00-10:00,4286.7306499999995
2025-08-20,2,73,76,12:00-12:40,214.6078166666666
2025-08-20,3,102,102,16:50-17:00,50.57499999999997
2025-08-20,4,108,108,17:50-18:00,12.272549999999985
2025-08-21,1,31,35,5:00-5:50,428.7846666666666
2025-08-21,2,37,41,6:00-6:50,855.7803166666666
2025-08-21,3,43,46,7:00-7:40,499.36046666666664
2025-08-21,4,49,50,8:00-8:20,229.20933333333323
2025-08-21,5,55,59,9:00-9:50,401.77424999999994
2025-08-21,6,61,63,10:00-10:30,241.3168833333337
2025-08-21,7,73,75,12:00-12:30,94.11863333333318
2025-08-21,8,102,102,16:50-17:00,43.78125
2025-08-21,9,108,108,17:50-18:00,5.505350000000002
2025-08-22,1,31,44,5:00-7:20,1572.37155
2025-08-22,2,69,69,11:20-11:30,25.5019333333333
2025-08-23,1,31,35,5:00-5:50,429.32528333333323
2025-08-23,2,37,41,6:00-6:50,620.4528999999998
2025-08-23,3,43,44,7:00-7:20,98.50346666666653
2025-08-23,4,74,78,12:10-13:00,347.85856666665643
2025-08-23,5,84,84,13:50-14:00,26.097233333333406
2025-08-23,6,90,90,14:50-15:00,20.216416666666646
2025-08-23,7,96,96,15:50-16:00,14.91833333333333
2025-08-23,8,101,102,16:40-17:00,116.78953333333325
2025-08-23,9,108,108,17:50-18:00,32.13783333333333
2025-08-24,1,31,59,5:00-9:50,3829.3599666666682
2025-08-24,2,61,71,10:00-11:50,1040.458266666666
2025-08-24,3,96,96,15:50-16:00,14.169466666666569
2025-08-25,1,31,41,5:00-6:50,1035.3750999999997
2025-08-25,2,43,47,7:00-7:50,793.6045166666665
2025-08-25,3,49,51,8:00-8:30,286.8170833333333
2025-08-26,1,31,53,5:00-8:50,3029.2642166666665
2025-08-26,2,55,56,9:00-9:20,47.22969999999981
2025-08-26,3,58,70,9:30-11:40,1340.89063333333
2025-08-26,4,72,72,11:50-12:00,11.549999999999878
2025-08-26,5,74,84,12:10-14:00,1019.8522833333328
2025-08-27,1,31,35,5:00-5:50,339.68848333333335
2025-08-27,2,37,41,6:00-6:50,674.9381000000001
2025-08-27,3,43,46,7:00-7:40,525.6066666666666
2025-08-27,4,49,50,8:00-8:20,113.43426666666663
2025-08-27,5,55,58,9:00-9:40,522.1650166666665
2025-08-27,6,67,78,11:00-13:00,1962.6677166666661
2025-08-27,7,81,90,13:20-15:00,1199.7061666666668
2025-08-27,8,94,96,15:30-16:00,166.72378333333336
2025-08-27,9,108,108,17:50-18:00,5.973966666666674
2025-08-28,1,31,84,5:00-14:00,6584.094516666668
2025-08-28,2,88,90,14:30-15:00,235.20339999999987
2025-08-28,3,95,96,15:40-16:00,102.58281666666667
2025-08-28,4,101,102,16:40-17:00,161.65964999999989
2025-08-28,5,108,108,17:50-18:00,31.478633333333324
2025-08-29,1,31,35,5:00-5:50,315.0314833333333
2025-08-29,2,37,41,6:00-6:50,657.5678166666667
2025-08-29,3,43,46,7:00-7:40,513.9573
2025-08-30,1,31,35,5:00-5:50,348.94159999999994
2025-08-30,2,37,41,6:00-6:50,783.1514833333334
2025-08-30,3,43,44,7:00-7:20,118.78928333333337
2025-08-31,1,31,66,5:00-11:00,6531.054250000003
2025-08-31,2,73,78,12:00-13:00,953.4590499999988
2025-08-31,3,84,84,13:50-14:00,66.60423333333347
2025-08-31,4,102,102,16:50-17:00,11.653716666666696
2025-09-01,1,31,35,5:00-5:50,338.06266666666664
2025-09-01,2,37,41,6:00-6:50,669.9358999999997
2025-09-01,3,43,45,7:00-7:30,428.7394166666666
2025-09-01,4,49,50,8:00-8:20,111.69803333333326
2025-09-01,5,96,96,15:50-16:00,37.33885000000009
2025-09-01,6,102,102,16:50-17:00,15.311899999999998
2025-09-02,1,31,53,5:00-8:50,2444.233800000001
2025-09-02,2,55,58,9:00-9:40,327.11919999999975
2025-09-02,3,61,65,10:00-10:50,557.141616666666
2025-09-02,4,73,78,12:00-13:00,514.4607666666661
2025-09-02,5,82,84,13:30-14:00,232.18184999999977
2025-09-02,6,89,90,14:40-15:00,150.7861666666666
2025-09-02,7,95,96,15:40-16:00,143.69386666666665
2025-09-02,8,102,102,16:50-17:00,38.18125000000001
2025-09-02,9,108,108,17:50-18:00,10.322249999999997
2025-09-03,1,31,47,5:00-7:50,2129.847933333334
2025-09-03,2,49,53,8:00-8:50,591.0564833333337
2025-09-03,3,55,59,9:00-9:50,323.38496666666714
2025-09-03,4,67,69,11:00-11:30,178.51906666666702
2025-09-03,5,90,90,14:50-15:00,6.477766666666563
2025-09-03,6,95,96,15:40-16:00,124.65871666666672
2025-09-03,7,102,102,16:50-17:00,41.02539999999999
2025-09-03,8,108,108,17:50-18:00,9.37915
2025-09-04,1,31,59,5:00-9:50,4140.186383333335
2025-09-04,2,67,70,11:00-11:40,249.66293333333334
2025-09-04,3,72,74,11:50-12:20,42.36618333333323
2025-09-04,4,77,78,12:40-13:00,34.151383333333186
2025-09-04,5,96,96,15:50-16:00,51.99211666666663
2025-09-05,1,31,43,5:00-7:10,1388.844733333333
2025-09-05,2,76,78,12:30-13:00,294.5621666666632
2025-09-05,3,84,84,13:50-14:00,16.44374999999991
2025-09-05,4,89,90,14:40-15:00,72.11009999999987
2025-09-06,1,31,46,5:00-7:40,1397.4674666666667
2025-09-07,1,31,70,5:00-11:40,5580.429633333333
2025-09-07,2,72,72,11:50-12:00,6.986216666666526
2025-09-07,3,76,84,12:30-14:00,522.063416666666
2025-09-07,4,88,90,14:30-15:00,114.9143333333333
2025-09-08,1,31,41,5:00-6:50,1093.9017000000001
2025-09-08,2,43,47,7:00-7:50,703.8915166666663
2025-09-08,3,49,52,8:00-8:40,476.1394333333334
2025-09-08,4,61,61,10:00-10:10,55.91228333333326
2025-09-08,5,81,84,13:20-14:00,327.22341666666654
2025-09-08,6,88,90,14:30-15:00,230.15715000000014
2025-09-08,7,95,96,15:40-16:00,76.87243333333336
2025-09-08,8,108,108,17:50-18:00,2.7311666666666667
2025-09-09,1,31,35,5:00-5:50,193.07346666666663
2025-09-09,2,37,53,6:00-8:50,2707.919866666666
2025-09-09,3,64,72,10:30-12:00,1129.8570666666626
2025-09-09,4,77,78,12:40-13:00,87.99451666666664
2025-09-09,5,82,84,13:30-14:00,245.64518333333322
2025-09-09,6,88,90,14:30-15:00,304.23783333333336
2025-09-09,7,94,96,15:30-16:00,168.94353333333316
2025-09-09,8,102,102,16:50-17:00,41.96691666666667
2025-09-09,9,108,108,17:50-18:00,0.6022833333333324
2025-09-10,1,31,35,5:00-5:50,153.40154999999996
2025-09-10,2,37,53,6:00-8:50,2294.2395666666666
2025-09-10,3,55,57,9:00-9:30,241.5507166666666
2025-09-10,4,61,62,10:00-10:20,129.6316
2025-09-10,5,83,85,13:40-14:10,104.70295000000002
2025-09-10,6,88,90,14:30-15:00,207.85431666666696
2025-09-10,7,95,96,15:40-16:00,87.06358333333333
2025-09-10,8,102,102,16:50-17:00,46.11341666666665
2025-09-10,9,108,108,17:50-18:00,2.012250000000004
2025-09-11,1,31,59,5:00-9:50,4521.208883333333
2025-09-12,1,31,35,5:00-5:50,116.64256666666667
2025-09-12,2,37,41,6:00-6:50,691.9350166666665
2025-09-12,3,43,46,7:00-7:40,439.3801333333334
2025-09-12,4,75,76,12:20-12:40,83.79169999999999
2025-09-12,5,78,78,12:50-13:00,9.49833333333325
2025-09-12,6,80,84,13:10-14:00,245.96606666666634
2025-09-12,7,90,90,14:50-15:00,46.18693333333324
2025-09-13,1,31,45,5:00-7:30,1210.3900833333332
2025-09-13,2,95,96,15:40-16:00,26.226049999999947
2025-09-13,3,102,102,16:50-17:00,1.025916666666679
2025-09-13,4,108,108,17:50-18:00,1.0995833333333327
2025-09-14,1,31,35,5:00-5:50,83.95836666666666
2025-09-14,2,37,41,6:00-6:50,595.1226999999998
2025-09-14,3,43,45,7:00-7:30,288.4409666666667
2025-09-14,4,49,49,8:00-8:10,22.39328333333333
2025-09-14,5,61,63,10:00-10:30,431.3347666666665
2025-09-15,1,31,56,5:00-9:20,3423.7518631687267
2025-09-15,2,64,64,10:30-10:40,35.360699999998246
2025-09-15,3,67,78,11:00-13:00,1036.864316666667
2025-09-15,4,82,84,13:30-14:00,162.33433333333338
2025-09-15,5,89,90,14:40-15:00,78.27929999999999
2025-09-15,6,95,96,15:40-16:00,80.7085499999999
2025-09-15,7,102,102,16:50-17:00,17.671250000000022
2025-09-15,8,108,108,17:50-18:00,1.0079166666666666
2025-09-16,1,31,35,5:00-5:50,69.48755
2025-09-16,2,37,41,6:00-6:50,703.2949000000001
2025-09-16,3,43,47,7:00-7:50,782.4157166666668
2025-09-16,4,49,53,8:00-8:50,630.9386000000003
2025-09-16,5,55,58,9:00-9:40,335.7715666666669
2025-09-16,6,102,102,16:50-17:00,43.65288333333334
2025-09-16,7,108,108,17:50-18:00,3.3814499999999983
2025-09-17,1,31,41,5:00-6:50,788.6383333333332
2025-09-17,2,43,72,7:00-12:00,4494.451383333334
2025-09-17,3,77,78,12:40-13:00,40.9707833333335
2025-09-18,1,31,35,5:00-5:50,31.274300000000004
2025-09-18,2,37,41,6:00-6:50,790.55825
2025-09-18,3,43,57,7:00-9:30,2646.4567666666658
2025-09-18,4,61,72,10:00-12:00,2589.1255166666665
2025-09-18,5,76,84,12:30-14:00,688.1516333333332
2025-09-18,6,90,90,14:50-15:00,39.57075000000001
2025-09-18,7,102,102,16:50-17:00,6.016600000000001
2025-09-19,1,31,47,5:00-7:50,1357.8028499999998
2025-09-19,2,74,78,12:10-13:00,141.5571999999996
2025-09-19,3,83,84,13:40-14:00,116.93846666666664
2025-09-19,4,90,90,14:50-15:00,23.04348333333337
2025-09-20,1,31,33,5:00-5:30,2.96745
2025-09-20,2,35,47,5:40-7:50,1477.087716666667
2025-09-20,3,71,71,11:40-11:50,85.25093333329622
2025-09-20,4,73,74,12:00-12:20,54.03901666666668
2025-09-20,5,108,108,17:50-18:00,0.0637833333333333
2025-09-21,1,37,41,6:00-6:50,658.7865666666668
2025-09-21,2,43,46,7:00-7:40,460.92419999999987
2025-09-21,3,49,53,8:00-8:50,834.3282
2025-09-21,4,55,55,9:00-9:10,13.787066666666608
2025-09-21,5,61,61,10:00-10:10,41.705600000000075
2025-09-21,6,73,78,12:00-13:00,518.9094333333328
2025-09-22,1,37,62,6:00-10:20,3704.629816666666
2025-09-23,1,37,53,6:00-8:50,2545.9680166666667
2025-09-23,2,55,62,9:00-10:20,516.4521999999998
2025-09-23,3,67,72,11:00-12:00,437.86833333333425
2025-09-24,1,37,41,6:00-6:50,678.9548166666666
2025-09-24,2,43,47,7:00-7:50,713.5709499999997
2025-09-24,3,49,58,8:00-9:40,1237.3298000000002
2025-09-24,4,64,78,10:30-13:00,4255.78685
2025-09-24,5,80,84,13:10-14:00,217.5963500000001
2025-09-24,6,90,90,14:50-15:00,52.056249999999935
2025-09-24,7,95,96,15:40-16:00,63.550483333333204
2025-09-24,8,102,102,16:50-17:00,44.57000000000001
2025-09-25,1,37,53,6:00-8:50,2419.1501666666663
2025-09-25,2,55,57,9:00-9:30,158.30060000000003
2025-09-25,3,61,65,10:00-10:50,509.83450000000005
2025-09-25,4,73,73,12:00-12:10,0.06425000000005335
2025-09-25,5,76,78,12:30-13:00,172.11498333333338
2025-09-25,6,82,84,13:30-14:00,176.05181666666672
2025-09-25,7,88,90,14:30-15:00,223.86496666666653
2025-09-26,1,37,41,6:00-6:50,725.8117500000001
2025-09-26,2,43,46,7:00-7:40,551.1968499999999
2025-09-26,3,67,69,11:00-11:30,83.48160000000007
2025-09-27,1,37,46,6:00-7:40,1260.0394166666667
2025-09-27,2,74,84,12:10-14:00,1894.6996499999993
2025-09-27,3,89,90,14:40-15:00,117.68626666666644
2025-09-27,4,95,96,15:40-16:00,87.63880000000002
2025-09-27,5,102,102,16:50-17:00,17.416666666666664
2025-09-28,1,37,58,6:00-9:40,3026.241516666667
2025-09-28,2,61,72,10:00-12:00,1691.720283333334
2025-09-28,3,77,78,12:40-13:00,71.1274999999999
2025-09-28,4,81,84,13:20-14:00,171.42000000000007
2025-09-28,5,87,90,14:20-15:00,251.15258333333333
2025-09-28,6,95,96,15:40-16:00,45.62923333333333
2025-09-29,1,37,41,6:00-6:50,730.34025
